name,lastname,gender,ethnicity,language,month,day,year
Kevin,Western,male,African_American,other,July,5,1956
Tyler,Walker,male,Other,spanish,September,7,1983
Alex,Curry,female,White,english,June,27,1981
Hunter,Walter,male,White,english,May,4,1986
Emily,Moore,female,African_American,french,November,22,1989
Eva,Smith,female,Other,spanish,July,13,1971
Franklin,Wang,male,Other,spanish,January,15,1981
Hunter,Walker,male,White,english,September,8,1967
Danielle,Anthony,female,African_American,french,May,24,1984
Brian,Harris,male,Hispanic,spanish,April,8,1979
Mark,Morrow,male,African_American,english,March,6,1967
Eva,Jackson,female,White,other,May,8,1990
Andrea,Walter,female,African_American,english,August,5,1982
Hunter,Clark,female,African_American,french,November,2,1974
Enrique,OBrien,male,Other,spanish,September,12,1995
Gael,Evans,male,African_American,english,March,19,1969
George,Lopez,male,White,french,February,28,1958
Jake,Moore,male,White,french,November,1,1968
Gael,OBrien,male,Other,spanish,November,30,1995
Barbara,Walker,male,White,other,October,29,1958
Alexandra,Brooks,female,Other,spanish,June,16,1957
Alexis,Morrow,female,Hispanic,spanish,May,11,1993
Valerie,Collins,female,African_American,spanish,March,16,1977
Jacky,Collins,female,Other,english,December,14,1963
Alexander,Casey,male,African_American,other,February,2,1969
Eva,Moore,female,White,english,May,8,1963
Madison,Walter,female,White,english,June,28,1986
Ryan,Anthony,male,African_American,french,January,20,1961
Alex,Western,female,White,french,September,13,1969
Gabriela,OBrien,male,African_American,french,November,25,1985
Jake,Smith,male,White,french,December,5,1962
Georgia,Adams,female,White,other,January,20,1989
George,Lewis,male,Hispanic,spanish,July,10,1993
Gerald,Lee,male,White,english,May,10,1969
Stephen,Moore,male,African_American,french,May,28,1989
Bridget,Curry,female,White,other,December,7,1954
Katelyn,Franklin,female,Other,other,August,16,1993
Barbara,Dotts,female,Other,french,December,5,1963
George,Collins,male,African_American,other,October,29,1987
Elizabeth,Reynolds,female,African_American,english,July,3,1963
Elizabeth,OBrien,male,Hispanic,french,March,31,1957
Riley,Howard,female,African_American,english,April,2,1997
John,Franklin,male,White,other,September,9,1987
Carlos,OBrien,male,Other,other,September,20,1965
Peter,Hall,male,Other,spanish,February,31,1976
Anthony,Franklin,male,Hispanic,spanish,June,20,1969
Alexandra,Miller,female,White,other,March,10,1981
Blake,Marshall,male,Other,spanish,April,31,1956
Alexandra,Scott,female,African_American,english,June,16,1960
Alex,Wilson,male,Other,other,January,12,1954
Jimmy,Walter,male,White,french,January,13,1970
Elizabeth,Casey,female,White,other,January,12,1984
John,Wilson,male,Other,other,July,3,1954
Paola,Hodge,female,African_American,other,November,19,1951
Alex,Lopez,male,White,french,January,12,1958
Tom,Gardner,male,White,english,September,8,1967
Blake,Franklin,male,Hispanic,spanish,April,31,1969
Hunter,Evans,male,Hispanic,spanish,July,24,1963
Steven,Harris,male,Other,spanish,February,15,1994
John,Wilson,male,Other,other,May,30,1974
Luke,Lee,male,White,other,February,8,1985
Marcy,Western,female,White,english,October,5,1965
Jake,Howard,male,Other,english,January,30,1956
Riley,Young,male,African_American,english,July,1,1961
Sophie,Davis,,Other,french,March,24,1981
Marcy,Brooks,female,African_American,other,November,21,1993
Brandon,Adams,male,Hispanic,spanish,April,22,1973
Caitlin,Walker,female,African_American,french,January,30,1967
Kevin,Phillips,male,Other,spanish,February,17,1977
Riley,Douglas,male,White,french,January,16,1979
Blake,Brooks,female,African_American,english,November,21,1968
Valerie,Walker,female,African_American,other,January,29,1960
Stephen,Swift,male,African_American,french,August,18,1979
Kevin,Clark,male,African_American,french,November,26,1974
Lisa,Scott,female,African_American,english,July,20,1958
Madison,Franklin,female,Hispanic,spanish,June,21,1969
Ryan,Morrow,male,White,other,January,20,1976
Alexis,Reynolds,female,White,french,July,27,1956
Katy,White,,Other,other,July,7,1963
Madison,Marshall,female,White,french,May,17,1986
Emily,Walker,female,Other,french,September,31,1984
Jimmy,Clark,male,White,french,December,23,1973
April,Clark,female,Other,english,January,15,1990
Luke,Adams,male,White,english,February,8,1973
John,Franklin,male,Other,english,August,23,1993
Alex,Harris,female,Other,english,January,5,1972
Madison,Collins,female,White,french,September,13,1966
Caitlin,Lewis,female,African_American,other,December,29,1967
Sara,Harris,male,African_American,spanish,July,23,1962
Lisa,Walker,female,Other,english,April,6,1977
Hector,Hodge,male,African_American,english,January,8,1959
Marcy,Curry,female,African_American,other,November,21,1979
Gerald,Carter,male,African_American,english,May,24,1980
Blake,Walker,female,Other,french,July,11,1954
Riley,Jones,male,Hispanic,spanish,April,8,1951
Hunter,Johnson,female,African_American,other,December,22,1980
Marcy,Tyler,female,Other,spanish,July,18,1955
John,Walsh,male,Other,english,August,23,1972
James,Scott,male,Other,french,September,7,1965
Ryan,Moore,male,African_American,french,November,5,1989
Natalie,Adams,female,White,other,October,6,1963
Alex,Martin,female,Other,french,May,17,1962
Jake,Jackson,male,Hispanic,spanish,September,3,1960
Andy,Brooks,female,African_American,other,November,29,1975
George,Anderson,male,Hispanic,spanish,July,30,1955
Anthony,Curry,male,African_American,other,August,24,1960
Stephanie,Miller,female,Hispanic,spanish,December,25,1986
Jacky,Howard,female,African_American,english,March,23,1997
Caleb,Lee,male,Other,other,July,4,1960
Andy,Young,female,White,other,December,21,1978
George,Young,male,White,other,September,25,1987
Brad,Gardner,male,African_American,english,December,20,1991
Kevin,Swift,male,African_American,french,November,10,1979
Sara,Davis,female,White,other,December,9,1962
Alexandra,Western,female,African_American,other,August,2,1956
John,Swift,male,White,english,May,19,1986
Franklin,Adams,male,White,other,August,9,1989
Matthew,Carter,male,White,other,December,26,1979
Jake,Dotts,male,Other,spanish,December,5,1993
Tom,Dick,male,Other,spanish,September,8,1969
Alexis,Collins,female,Other,english,August,1,1964
Diana,Phillips,female,White,other,August,7,1983
Alex,Wilson,female,Other,other,March,1,1977
Paola,Douglas,female,White,french,October,13,1979
Linda,Walker,female,African_American,french,July,6,1981
Stephanie,Carter,female,Other,spanish,December,27,1967
Andrea,Martin,female,Other,french,August,5,1974
Georgia,Walsh,female,White,french,April,19,1958
Brian,Franklin,male,African_American,english,April,28,1968
Diana,Casey,female,Other,french,July,24,1958
Gael,OBrien,male,White,other,November,30,1985
Hunter,Phillips,male,White,english,May,6,1979
Brett,Walter,male,Other,english,September,12,1981
Elizabeth,Walker,female,African_American,english,July,3,1953
Joe,Jones,male,Other,other,September,16,1964
Hector,Casey,male,African_American,other,October,10,1969
Jimmy,Walker,male,Other,english,February,19,1990
Gerald,Brooks,male,Other,french,July,25,1969
Dean,Hodge,male,Other,spanish,July,4,1951
Dorothy,Young,female,White,other,June,18,1987
Andy,Dotts,female,African_American,other,April,11,1953
Hector,Franklin,female,White,english,November,30,1978
Susan,Western,female,Other,spanish,May,23,1960
Kevin,Moore,male,White,english,May,9,1963
Lisa,Morrow,female,Hispanic,spanish,April,6,1995
Sophie,Taylor,female,White,other,October,4,1975
Riley,Dotts,male,Other,english,January,16,1957
Edward,Clark,male,Other,english,January,21,1990
Linda,Young,female,Other,english,May,14,1989
Georgia,Harris,female,Hispanic,spanish,January,20,1979
Riley,Reynolds,male,White,other,January,16,1993
Blake,Phillips,female,Other,french,March,8,1959
Brian,Martin,male,Hispanic,spanish,April,28,1976
Edward,Western,male,White,english,June,30,1965
Kevin,Jones,male,Other,other,July,5,1964
Joseph,Casey,male,African_American,french,June,29,1972
Madison,Collins,female,Other,other,January,21,1964
John,Jones,male,Other,other,November,8,1964
Blake,Douglas,female,Hispanic,spanish,March,16,1953
Katelyn,Anderson,male,Hispanic,french,May,1,1979
Brandon,Curry,,African_American,spanish,May,8,1953
Brandon,Brown,,Hispanic,french,November,20,1978
Alexis,Butler,female,African_American,other,July,27,1977
Hunter,Lopez,female,African_American,english,April,3,1959
Jimmy,Taylor,male,Hispanic,spanish,April,1,1954
Andy,Swift,female,Other,french,December,21,1987
Marcy,Western,female,White,french,July,18,1969
Hannah,Harris,,African_American,spanish,April,16,1968
Natalie,Walker,female,African_American,english,September,2,1956
Hunter,Curry,male,White,other,January,14,1954
Jimmy,Morrow,male,Hispanic,spanish,September,17,1995
Riley,Anthony,female,African_American,english,February,31,1992
Hannah,Western,female,African_American,english,July,5,1994
Diana,Gardner,female,White,english,December,26,1960
Hunter,Clark,male,White,french,September,8,1973
Marcy,Walker,female,White,other,August,30,1958
April,Casey,female,African_American,french,August,1,1972
Kevin,Wilson,male,Hispanic,spanish,November,10,1980
Sheila,Walker,female,White,other,September,15,1982
Alex,Scott,female,Other,french,January,24,1991
Stephanie,Walker,female,African_American,other,April,11,1960
Max,Curry,male,Other,french,April,30,1987
Hunter,Tyler,female,Other,english,November,22,1996
Paul,Johnson,male,Other,french,June,10,1979
Alexander,Collins,male,White,french,September,2,1966
Caitlin,Anthony,female,White,other,December,29,1957
Linda,Franklin,female,Other,english,May,14,1972
Jake,Davis,male,Other,french,November,3,1994
Eva,Brooks,female,African_American,other,November,20,1993
Danielle,Walter,male,White,french,August,29,1973
Blake,Curry,male,Other,spanish,November,1,1997
Riley,Butler,female,African_American,french,January,11,1954
Stephen,Walter,male,Other,french,March,13,1996
Brett,Dotts,male,Other,english,November,12,1975
Alexis,Thomas,female,Hispanic,french,December,14,1997
Carol,Western,,African_American,french,June,14,1978
Steven,Swift,male,White,english,July,26,1986
Emily,Young,female,African_American,english,September,31,1961
Katy,Butler,female,White,other,March,14,1961
Stephanie,Dotts,female,Hispanic,spanish,July,11,1986
Andrea,Curry,female,White,english,November,12,1970
Karla,Lewis,female,White,english,September,11,1984
Stephen,Miller,male,White,other,May,28,1981
Diana,Swift,female,Other,french,December,26,1958
Alex,White,male,White,french,January,12,1963
Stacey,Phillips,female,Other,french,June,1,1959
Caleb,Franklin,male,Other,english,December,25,1972
Khalil,Marshall,male,Hispanic,spanish,September,15,1978
Tyler,Franklin,male,Other,english,September,7,1993
Ivy,Western,female,African_American,english,August,6,1996
Alexis,Anthony,female,White,french,October,12,1967
Valerie,Anderson,,Hispanic,french,July,10,1979
Alexandra,Western,female,Other,spanish,February,11,1960
George,Casey,male,Other,french,May,13,1958
Eva,Walsh,female,Other,english,June,20,1972
Jimmy,Curry,male,White,english,December,23,1970
Hunter,Brooks,female,Hispanic,spanish,December,17,1951
Enrique,Reynolds,male,Other,spanish,September,12,1979
Alexander,Walker,male,Hispanic,spanish,September,2,1992
Mark,Moore,male,White,english,November,26,1963
Elizabeth,Clark,female,White,english,September,16,1978
Alex,Walter,female,White,english,October,10,1986
Joseph,Lopez,male,Other,other,November,11,1964
Joshua,Walker,male,Other,french,March,7,1954
Chris,Lopez,male,Hispanic,spanish,December,20,1976
Riley,Walter,female,White,french,February,31,1970
Hector,Wang,male,Other,english,June,12,1995
Kevin,Hodge,male,White,french,May,9,1985
Natalie,Phillips,female,Other,spanish,June,15,1992
Madison,Thompson,female,African_American,spanish,August,19,1974
Matthew,Clark,male,Other,other,October,9,1981
Eva,Johnson,female,Other,other,December,8,1950
Caleb,Dotts,male,Other,spanish,September,24,1993
Marcy,Anthony,female,African_American,french,April,29,1961
Alexander,Franklin,male,Other,other,February,2,1993
Nicole,Walker,male,African_American,other,December,20,1979
Alexandra,Smith,female,White,french,September,25,1995
Ryan,Franklin,male,Other,english,January,20,1996
Mark,Carter,male,African_American,english,January,25,1988
Joseph,Jones,male,Other,other,March,22,1960
Carl,Evans,male,White,other,April,3,1958
Andy,Smith,female,Other,spanish,December,21,1971
Gerald,OBrien,male,Other,spanish,May,24,1989
Georgia,Phillips,female,White,other,September,23,1983
Alexandra,Walter,female,Other,spanish,September,25,1956
Hector,Lee,male,Other,french,January,8,1973
Alex,Franklin,male,African_American,english,November,11,1968
Carl,Scott,male,White,other,June,13,1950
Jimmy,Adams,male,Hispanic,spanish,April,6,1973
Stephen,Davis,male,White,other,April,25,1962
Barbara,Evans,female,White,other,December,5,1958
Madison,Morrow,female,Other,english,January,31,1953
Ryan,Reynolds,male,Other,other,January,20,1988
John,Adams,male,Hispanic,spanish,May,30,1963
Jason,Walter,male,African_American,english,July,10,1982
Tom,Martin,male,Other,other,December,4,1997
Don,Morrow,male,White,other,September,25,1976
George,Lewis,male,African_American,other,September,29,1967
Linda,Adams,female,White,other,July,6,1954
Katy,Howard,female,Other,english,March,14,1956
George,Walsh,male,Other,english,September,29,1987
Alexander,Swift,male,African_American,other,October,31,1994
Hunter,Wang,male,White,english,February,18,1983
Alexis,Butler,male,White,english,August,3,1992
Donald,Swift,male,Other,spanish,February,24,1968
Khalil,Clark,male,White,french,February,10,1973
Georgia,Clark,female,Other,spanish,September,23,1950
Andrew,Tyler,male,Other,spanish,July,1,1955
Joshua,Dick,male,Other,spanish,November,5,1969
Emily,Walker,female,African_American,french,February,5,1952
Alex,Hall,male,White,other,July,7,1987
Elizabeth,Marshall,female,Other,french,September,16,1950
Nathan,Western,male,Other,spanish,October,2,1960
Linda,Miller,female,Hispanic,spanish,April,28,1967
Lisa,Taylor,female,Other,english,July,24,1955
Mark,Reynolds,male,White,other,January,31,1961
Stephen,Tyler,male,Other,english,March,13,1996
Hector,Tyler,male,White,english,October,25,1997
Tyler,Jones,male,Hispanic,spanish,September,7,1951
Alex,Franklin,female,Other,french,January,24,1956
Andy,Wilson,female,Hispanic,spanish,November,29,1980
Gracie,Walker,,Hispanic,other,May,12,1985
Khalil,Wang,male,Other,other,September,15,1991
Mark,Franklin,male,Other,english,July,24,1972
Tom,Marshall,male,African_American,other,September,8,1989
Madison,Curry,female,White,english,September,13,1970
Stephanie,Douglas,female,Other,english,April,11,1957
